	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Thu Apr 30 16:21:48 2015

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 8388608 kilobytes.
	Command line used: /opt/iozone/bin/iozone -Ra -g 8G -b 662_128.xls 662.tmp
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
            4096       4 1220178 1787185  4398546  5006072 4087714 2034853 3727618  2771033  4120064  1992144  1845946 4779081  4941279
            4096       8 1322158 2323234  6149271  6585338 5611025 2432442 5535098  3589754  5611025  2367741  2284616 5833956  6522830
            4096      16 1422786 2579247  7326777  7405736 6693092 2786765 6649056  4039655  6714018  2581185  2577699 6772244  7314299
            4096      32 1455575 2651293  7725436  7921350 7473388 2957556 7447471  4230655  7515892  2652521  2566532 7212959  7770863
            4096      64 1460276 2483786  8093001  8123615 8081580 3038638 7146945  4467170  8189447  2684436  2657856 8002526  8373048
            4096     128 1499795 2661562  7274040  8162211 8142867 3003050 7969117  4557229  7983931  2680666  2381196 7339297  8240513
            4096     256 1489910 2628979  7742845  7954358 7816828 2911444 7499487  4091608  8430572  2721431  2615770 7212959  7831080
            4096     512 1534080 2607037  7831080  8127459 8047509 2985827 7756829  3919833  8077780  2816923  2862450 7329903  8193352
            4096    1024 1512604 2511013  7629374  8173861 8173861 2919360 7969117  3660895  8127459  2721862  2792200 7421732  7834651
            4096    2048 1553782 2594046  8142867  8244467 8209013 2998333 7863339  3376675  7983931  2280370  3491981 7742845  8142867
            4096    4096 1516476 2564999  8193352  8393502 8340529 2942360 8209013  3052133  7742845  2955012  2934319 7939654  8276241
            8192       4 1240477 1840095  4233681  4888417 4151830 2018216 3782110  2786269  4079854  1990737  1773973 4295608  4732221
            8192       8 1359661 2082432  5745001  6590145 5457560 2462921 5389081  3531027  5720134  2330610  1901605 5126172  6014511
            8192      16 1423423 2382815  6660405  7167528 6653956 2806524 6132595  3959496  6633402  2650231  2412258 5993529  7025373
            8192      32 1449422 2431720  6770651  7634130 7386322 2899848 7002465  4401818  7432659  2603246  2302344 6827153  7361004
            8192      64 1483465 2535623  6742748  8152152 8054689 3060236 7224798  4291316  8030217  2680625  2522962 6653956  8039611
            8192     128 1540118 2584253  6233844  7875605 8086916 3064603 6461262  4434770  7453619  2499834  2402307 6883228  8054689
            8192     256 1538945 2353276  6532510  7706040 7961372 3021750 6410631  4175036  7930135  2662347  2559993 6420214  7692239
            8192     512 1557713 2190359  6310553  7712960 7823601 2950902 6677231  4073566  8273861  2679789  2430000 6425016  7779318
            8192    1024 1557148 2384138  6775991  8142493 8323971 3020687 6440672  3955393  8250021  2523703  2310239 6591409  7854003
            8192    2048 1580862 2609771  7293813  7706040 7952160 3022813 7413415  3751142  8167655  2517601  2288847 6495463  7908233
            8192    4096 1582974 2141753  6995337  8086916 8224350 2983443 6512699  4149824  8622688  3027341  2879434 5728718  7556896
            8192    8192 1572973 2008894  7944805  7992856 8384911 3008258 5830794  2935022  6108608  2919560  2495295 5753659  7678487
           16384       4 1271363 1568157  4046414  4469034 3723662 1838461 3490281  2803068  3865899  1916283  1609249 3894600  4057404
           16384       8 1371377 1771038  4958900  5801655 5605266 2368019 4414771  3647374  5459643  2172961  1808178 4701401  5509102
           16384      16 1435189 1886922  5475740  6139062 6250745 2620999 4964632  3883376  6405137  2476394  1856740 5342079  6265562
           16384      32 1460910 1960735  5716235  6765189 7437329 2791567 5412343  4342516  7013761  2560833  2307586 6852209  5567122
           16384      64 1847506 2431531  7323979  905179610448761 3658053 7638208  5492809 10448761  3280666  1797677 5209649  6603955
           16384     128 1972045 2031509  5990292  7083163 7972276 3083830 6177694  4558867  7809203  2599779  2024984 5853544  6017042
           16384     256 1566512 2012766  5789435  7034583 7858319 2962198 6120472  4283240  7695517  2451220  1933700 5553625  7101462
           16384     512 1572967 2011823  5964297  7092667 7892616 2876398 5716711  3988175  7952901  2581807  2125905 5891180  7067864
           16384    1024 1598097 2432995  6846747  8436179 9610032 3756844 7161407  4865851  9852529  2754088  2243768 6881715  8595515
           16384    2048 2001219 2460435  7034583  8752060 9769885 3678417 6849477  4976857  9821549  2434115  2180753 6778535  8341963
           16384    4096 1574336 2017967  6140708  6978151 7508843 2792475 5977266  3737230  7929958  2154363  1994365 5882607  6919132
           16384    8192 1580855 2009529  6460536  7246745 6942900 2641349 5572539  3365664  6372469  2608562  2455599 5574800  6566722
           16384   16384 1898076 2319346  5514850  5391113 5544663 2144480 4542293  2183941  4490058  2156594  2087417 4475146  5202944
           32768      64 1509707 1890369  5686861  6070409 6392567 2073898 5628406  4447458  6288441  2099015  1900827 5793537  6100858
           32768     128 1564708 1926512  5809945  6027018 6483640 2260033 5762928  4833136  6389892  2104157  1896839 5710489  6040262
           32768     256 1571380 1942852  5495182  5758823 6343002 2242846 5448779  4150503  5920314  2069838  2112696 5477662  5668332
           32768     512 1520631 1897939  5571818  5764136 6227465 2055321 5613922  3907423  5861734  2049803  1853705 5689921  5584950
           32768    1024 1571237 1955123  5810928  5929765 6493749 2256767 5755928  3936521  6408663  1939042  1820942 5734793  5975137
           32768    2048 1599302 1946650  6030191  5909622 6146697 2117350 5898716  3938552  8167372  1807080  1734402 5883062  6106822
           32768    4096 1606424 1977658  6099775  6209458 6408663 2157637 5821265  3897672  7957416  1856961  1785041 5879790  6030191
           32768    8192 1605092 1965215  6116878  6253533 6132709 2128598 5713575  3681353  7187550  1993434  1871297 5739583  5909622
           32768   16384 1536956 1891696  4886230  4931287 5018803 2058184 4988201  2378997  4484463  2134284  2355552 4347022  5010387
           65536      64 1517951 1874280  5831615  6030827 5937938 1924190 5694849  4739371  5935758  1899485  1884082 5875618  5993874
           65536     128 1565151 1908505  5845629  5967070 5893001 2018863 5743157  4696535  6008154  1885556  1853128 5864962  5964351
           65536     256 1551546 1905608  5524872  5629305 5624928 2010299 5484635  4100158  5655015  1835838  1842705 5543591  5590834
           65536     512 1547667 1911664  5760851  5830626 5914811 2013332 5723188  3947024  5891990  1882250  1859232 5756749  5826424
           65536    1024 1549098 1875994  5822844  5919015 5977841 2058165 5781206  3994400  6023558  1770905  1761204 5794490  5866714
           65536    2048 1594162 1914967  5871351  5932428 5911631 2039217 5770526  4097041  5979531  1663730  1668811 5773071  5871351
           65536    4096 1585180 1979221  6015254  6053005 6035196 2135209 5888835  4060486  8043290  1694091  1697995 5886565  5958920
           65536    8192 1610885 1954314  5986172  6164590 6043025 2155435 5814592  3983691  7624102  1756242  1692610 5803788  5957758
           65536   16384 1554389 1884896  4713770  4717572 4783995 2039776 4448524  2596818  4586128  1835237  1796096 4452776  4725358
          131072      64 1552062 1890716  5879250  5947047 5811507 1952827 5706483  4604211  5857950  1857359  1855547 5843070  5964080
          131072     128 1536313 1868743  5977698  5996803 5923403 2013677 5869521  4545284  5943511  1827069  1859439 5946983  5990726
          131072     256 1589850 1972998  5597541  5660186 5628084 2111004 5576589  4495111  5626356  1913566  1910587 5597541  5648671
          131072     512 1599690 1975820  6546052  6718611 5792707 2102977 5766217  4369911  5783262  1936729  1908080 5799613  5813289
          131072    1024 1592130 1951808  5845679  5937349 5858762 2072018 5830366  4119446  5911619  1772366  1790923 5876108  5889580
          131072    2048 1615542 1947432  5968418  6021896 5978998 2086171 5076568  3279093  5145319  1371677  1990074 5913717  5934400
          131072    4096 1609549 1946770  5969714  6044673 6042148 2062047 5968159  3996572  5932991  1615879  1618672 5951811  5973541
          131072    8192 1581790 1932902  6000076  6069565 6023545 2079353 5869521  3947727  7811716  1566685  1795456 5893494  5996542
          131072   16384 1513112 1859332  4535684  4534898 4640041 1971597 4359618  2588355  4431698  1573118  1572929 4326237  4567147
          262144      64 1535024 1853826  5905358  5971102 5736697 1953309 5771811  4779471  5787335  1894939  1877258 5861629  5899338
          262144     128 1576646 1882974  5912407  5955384 5832680 1991112 5781340  4740136  5871865  1819004  1841068 5935163  5946751
          262144     256 1572238 1930550  5616464  5670309 5611419 2010767 5577545  4267846  5619851  1832907  1821252 5631566  5641246
          262144     512 1569518 1914075  5779061  5805057 5774236 2046784 5742870  3950149  5765727  1847465  1857779 5788127  5808768
          262144    1024 1542295 1938248  5876479  5896554 5880973 2090410 5861504  4101051  5911072  1758718  1776836 5872022  5890867
          262144    2048 1595491 1967278  6005608  6046029 6031039 2105659 5990491  4117098  6018692  1619053  1613512 6006166  6009021
          262144    4096 1553290 1951174  6007905  6036039 6007642 2059636 5989936  4077266  5998433  1606982  1607586   81576  4836508
          262144    8192 1589126 1924302  6072509  6122281 6102878 2097368 5989153  3991347  6019516  1554210  1543603 6013984  6103047
          262144   16384 1503799 1824701  4473145  4655361 4568719 1989163 4442887  2682849  4604265  1489040  1492600 4458380  4463683
          524288      64 1513637 1852811  7243140  7183303 7178894 1912176   77540  4323451  5676762  1826495  1824384  113421  6106247
          524288     128 1525494 1902095  5980257  6021045 5852531 1977020 5738521  4702477  5799130  1832310  1866916 5974181  5991728
          524288     256 1568822 1916741  5583944  5607538 5545963 2013387 5565572  4285602  5562615  1885670  1854573   87416  4568356
          524288     512 1579651 1932482  5776584  5817925 5777844 2062291 5779833  4154879  5779195  1899333  1910435 5763488  5807615
          524288    1024 1585824 1993877    65945  4785605 5856927 2133644 5891606  4251170  5894907  1797401  1742526   49268  5994946
          524288    2048 1587809 1978071  5983788  5996172 5983593 2135376 5973223  4126530  5980111  1649212  1663155 5970288  5995355
          524288    4096 1631421 1946059  6092121  6111439 6106230 2108081   87253  3990925  5985906  1595490  1642094   56024  4882131
          524288    8192 1592400 1932765   105059  4541336 5383827 2072990 5991859  4194337  6646148  1537970  1534738  108097  4874836
          524288   16384 1532311 1832406   118007  3857666 4532621 1961457  102087  2766704  4469788  1470134  1449161   46345  3876694
         1048576      64 1826141 1834069    71469  4835803 5710697 1951833 5798203  4549297  5713041  1854442  1915522  110901  4799747
         1048576     128 1561589 1899160   112414  4839214 5792407 2056564 5898099  4336110  5860219  1791384  1866866   67599  4830280
         1048576     256 1564749 1901537   111294  4589536 5533235 2073665   32094  4244490  5537066  1835074  1894305  113021  4583099
         1048576     512 1575323 1912176  5744298  5816276 5772125 2059855   31419  4040740  5768914  1891869  1848512 5799488  5817631
         1048576    1024 1587770 1941857   112935  4790796 5899832 1857083   33066  4016532  5894352  1516677  1743549  109885  4791981
         1048576    2048 1612771 1934802   113791  4880683 6040983 2105976   80395  4128691  5968261  1654053  1653005   49825  4827851
         1048576    4096 1594019 1893348   110199  4863235 6010511 2112932 6018794  4044497  6025160  1550035  1576547  110719  4834310
         1048576    8192 1589206 1893211  6063170  6101552 6105889 2029296 6064223  4026523  6877989  1283443  1512941   74914  4849470
         1048576   16384 1531253 1873473    42576  3888742 4513146 2006175   71577  2818153  4468452  1465013  1476593   74495  3889564
         2097152      64 1531133 1845952    62248  4797854 5642315 1965289    2034  4766709  5616143  1821897  1853197   66603  4760932
         2097152     128 1541870 1556303    73415  4821404 5765696 1972267   43815  4574758  5781993  1805177  1828812   84871  4751555
         2097152     256 1547479 1866198  5566327  5584584 5507892 2169852   13126  4224100  5439630  1830224  1843839   73647  4495089
         2097152     512 1563392 1921679    34669  4641236 5667549 2020979    6382  3997270  5720594  1862422  1869177 5757642  5769076
         2097152    1024 1590811 1906035    44188  4754506 5848917 2043297   12434  4037650  5807839  1704494  1707195   35316  4729077
         2097152    2048 1600798 1896274    35125  4805860 5938604 2036174 5939494  4039819  5951272  1642684  1643717   47853  4809155
         2097152    4096 1569943 1894715  6542376  6661623 6649311 2349116 5958884  4047361  5959663  1583943  1553480   33712  4788444
         2097152    8192 1563232 1909028    35026  4655155 5711371 2081596   17126  4222893  5954350  1523550  1510530 5963223  5975810
         2097152   16384 1511655 1859015    20285  3763091 4376579 1930400 4373320  2761841  4401149  1397344  1409671   26079  3734343
         
iozone: interrupted

Excel output is below:

"Writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   688639  1083249  1188789  1232453  983980 
"128"   1152564  1254941  1294270  1172704  1346196  1346196 
"256"   1169901  1237306  1325925  1325925  1361224  1376935  1267990 
"512"   1222379  1251589  1340664  1368865  1382969  1475116  1441452  1463057 
"1024"   1234964  1313122  1347311  1402756  1456510  1825466  1416169  1486247  1521524 
"2048"   1196235  1301149  1353639  1425288  1452522  1466909  1515833  1516101  1489289  1492654 
"4096"   1220178  1322158  1422786  1455575  1460276  1499795  1489910  1534080  1512604  1553782  1516476 
"8192"   1240477  1359661  1423423  1449422  1483465  1540118  1538945  1557713  1557148  1580862  1582974  1572973 
"16384"   1271363  1371377  1435189  1460910  1847506  1972045  1566512  1572967  1598097  2001219  1574336  1580855  1898076 
"32768"   0  0  0  0  1509707  1564708  1571380  1520631  1571237  1599302  1606424  1605092  1536956 
"65536"   0  0  0  0  1517951  1565151  1551546  1547667  1549098  1594162  1585180  1610885  1554389 
"131072"   0  0  0  0  1552062  1536313  1589850  1599690  1592130  1615542  1609549  1581790  1513112 
"262144"   0  0  0  0  1535024  1576646  1572238  1569518  1542295  1595491  1553290  1589126  1503799 
"524288"   0  0  0  0  1513637  1525494  1568822  1579651  1585824  1587809  1631421  1592400  1532311 
"1048576"   0  0  0  0  1826141  1561589  1564749  1575323  1587770  1612771  1594019  1589206  1531253 
"2097152"   0  0  0  0  1531133  1541870  1547479  1563392  1590811  1600798  1569943  1563232  1511655 
"4194304"   0  0  0  0  1508617 

"Re-writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   1947927  2133730  2379626  2467108  2467108 
"128"   1997245  2336194  2420455  2558895  2558895  2905056 
"256"   2081678  2366082  2613746  2665657  2783115  2783115  2692393 
"512"   2143612  2169601  2638816  2782414  2815243  2413429  2736325  2638816 
"1024"   2081090  2353657  2586074  2703267  2739476  2805690  2716948  2573677  2579861 
"2048"   2104960  2423245  2537792  2779189  2801852  2786401  2531808  2534797  2556676  2592166 
"4096"   1787185  2323234  2579247  2651293  2483786  2661562  2628979  2607037  2511013  2594046  2564999 
"8192"   1840095  2082432  2382815  2431720  2535623  2584253  2353276  2190359  2384138  2609771  2141753  2008894 
"16384"   1568157  1771038  1886922  1960735  2431531  2031509  2012766  2011823  2432995  2460435  2017967  2009529  2319346 
"32768"   0  0  0  0  1890369  1926512  1942852  1897939  1955123  1946650  1977658  1965215  1891696 
"65536"   0  0  0  0  1874280  1908505  1905608  1911664  1875994  1914967  1979221  1954314  1884896 
"131072"   0  0  0  0  1890716  1868743  1972998  1975820  1951808  1947432  1946770  1932902  1859332 
"262144"   0  0  0  0  1853826  1882974  1930550  1914075  1938248  1967278  1951174  1924302  1824701 
"524288"   0  0  0  0  1852811  1902095  1916741  1932482  1993877  1978071  1946059  1932765  1832406 
"1048576"   0  0  0  0  1834069  1899160  1901537  1912176  1941857  1934802  1893348  1893211  1873473 
"2097152"   0  0  0  0  1845952  1556303  1866198  1921679  1906035  1896274  1894715  1909028  1859015 
"4194304"   0  0  0  0  1838349 

"Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4018152  5860307  6271021  7100397  9006179 
"128"   4717434  6406138  6727225  7176872  8036304  10779307 
"256"   5022044  6107548  6936061  6398720  8024634  7965107  7791708 
"512"   5214798  6571132  7309196  7758090  7435738  7647578  7871843  8018812 
"1024"   5277632  6317933  6559147  7755368  8137402  8391792  7811791  8183918  8326715 
"2048"   4807425  6321679  7088541  7698414  7846081  8159088  8036946  8067138  7636816  8292998 
"4096"   4398546  6149271  7326777  7725436  8093001  7274040  7742845  7831080  7629374  8142867  8193352 
"8192"   4233681  5745001  6660405  6770651  6742748  6233844  6532510  6310553  6775991  7293813  6995337  7944805 
"16384"   4046414  4958900  5475740  5716235  7323979  5990292  5789435  5964297  6846747  7034583  6140708  6460536  5514850 
"32768"   0  0  0  0  5686861  5809945  5495182  5571818  5810928  6030191  6099775  6116878  4886230 
"65536"   0  0  0  0  5831615  5845629  5524872  5760851  5822844  5871351  6015254  5986172  4713770 
"131072"   0  0  0  0  5879250  5977698  5597541  6546052  5845679  5968418  5969714  6000076  4535684 
"262144"   0  0  0  0  5905358  5912407  5616464  5779061  5876479  6005608  6007905  6072509  4473145 
"524288"   0  0  0  0  7243140  5980257  5583944  5776584  65945  5983788  6092121  105059  118007 
"1048576"   0  0  0  0  71469  112414  111294  5744298  112935  113791  110199  6063170  42576 
"2097152"   0  0  0  0  62248  73415  5566327  34669  44188  35125  6542376  35026  20285 
"4194304"   0  0  0  0  29958 

"Re-Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5389653  7100397  8182586  9318832  9006179 
"128"   5325799  6727225  7082197  8036304  8548124  11720614 
"256"   5022044  6554972  7120034  7735574  8534922  7965107  8271916 
"512"   5227492  6821616  7309196  8140399  8528336  8140399  7988981  8265729 
"1024"   5245404  6393168  7208671  7941793  7319232  8457895  8061038  8310603  8183918 
"2048"   5336007  6873016  7286980  7698414  8431376  8198022  8159088  8159088  8190205  8325147 
"4096"   5006072  6585338  7405736  7921350  8123615  8162211  7954358  8127459  8173861  8244467  8393502 
"8192"   4888417  6590145  7167528  7634130  8152152  7875605  7706040  7712960  8142493  7706040  8086916  7992856 
"16384"   4469034  5801655  6139062  6765189  9051796  7083163  7034583  7092667  8436179  8752060  6978151  7246745  5391113 
"32768"   0  0  0  0  6070409  6027018  5758823  5764136  5929765  5909622  6209458  6253533  4931287 
"65536"   0  0  0  0  6030827  5967070  5629305  5830626  5919015  5932428  6053005  6164590  4717572 
"131072"   0  0  0  0  5947047  5996803  5660186  6718611  5937349  6021896  6044673  6069565  4534898 
"262144"   0  0  0  0  5971102  5955384  5670309  5805057  5896554  6046029  6036039  6122281  4655361 
"524288"   0  0  0  0  7183303  6021045  5607538  5817925  4785605  5996172  6111439  4541336  3857666 
"1048576"   0  0  0  0  4835803  4839214  4589536  5816276  4790796  4880683  4863235  6101552  3888742 
"2097152"   0  0  0  0  4797854  4821404  5584584  4641236  4754506  4805860  6661623  4655155  3763091 
"4194304"   0  0  0  0  4786787 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   3541098  5389653  5860307  6421025  7100397 
"128"   3867787  5122535  5784891  6727225  7176872  9129573 
"256"   3756894  5569035  6213578  7120034  7518900  7735574  7735574 
"512"   3934520  5566231  6652558  7309196  7758090  7758090  7758090  7871843 
"1024"   4079544  5751117  6569179  7369466  7755368  8122014  7941793  8262639  7755368 
"2048"   4079167  5359311  6503556  7425563  8097557  8036946  7999524  8089930  7911115  8120522 
"4096"   4087714  5611025  6693092  7473388  8081580  8142867  7816828  8047509  8173861  8209013  8340529 
"8192"   4151830  5457560  6653956  7386322  8054689  8086916  7961372  7823601  8323971  7952160  8224350  8384911 
"16384"   3723662  5605266  6250745  7437329  10448761  7972276  7858319  7892616  9610032  9769885  7508843  6942900  5544663 
"32768"   0  0  0  0  6392567  6483640  6343002  6227465  6493749  6146697  6408663  6132709  5018803 
"65536"   0  0  0  0  5937938  5893001  5624928  5914811  5977841  5911631  6035196  6043025  4783995 
"131072"   0  0  0  0  5811507  5923403  5628084  5792707  5858762  5978998  6042148  6023545  4640041 
"262144"   0  0  0  0  5736697  5832680  5611419  5774236  5880973  6031039  6007642  6102878  4568719 
"524288"   0  0  0  0  7178894  5852531  5545963  5777844  5856927  5983593  6106230  5383827  4532621 
"1048576"   0  0  0  0  5710697  5792407  5533235  5772125  5899832  6040983  6010511  6105889  4513146 
"2097152"   0  0  0  0  5642315  5765696  5507892  5667549  5848917  5938604  6649311  5711371  4376579 
"4194304"   0  0  0  0  5614202 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   1879725  2298136  2467108  2561267  2662899 
"128"   1997245  2453642  2558895  2784517  2784517  2784517 
"256"   1985448  2557711  2849590  3078337  3159869  3197509  3043436 
"512"   2047551  2532990  2655129  2942541  3196584  3122224  3104171  3086326 
"1024"   2024203  2522288  2829721  2916180  3057339  3130886  2968586  3130886  3057339 
"2048"   2091634  2443928  2790021  3084572  3093459  3154809  3043048  2960203  2821176  2916978 
"4096"   2034853  2432442  2786765  2957556  3038638  3003050  2911444  2985827  2919360  2998333  2942360 
"8192"   2018216  2462921  2806524  2899848  3060236  3064603  3021750  2950902  3020687  3022813  2983443  3008258 
